Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Year,MRP_Level,Item_Outlet_Sales,Item_Class
FDX,20.7,Regular,0.114294512,Dairy,94.9436,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,12.9452306421918,FD
FDB,6.055,Low Fat,0.031103357,Fruits and Vegetables,159.9578,OUT046,Small,Tier 1,Supermarket Type1,16,High,17.0531390154153,FD
FDX,5.655,Low Fat,0.085274988,Fruits and Vegetables,165.05,OUT046,Small,Tier 1,Supermarket Type1,16,High,14.1187518933656,FD
FDA,6.78,Low Fat,0.066892471,Fruits and Vegetables,186.424,OUT018,Medium,Tier 3,Supermarket Type2,4,High,7,FD
FDC,15.6,Low Fat,0.078764059,Dairy,241.3854,OUT019,Small,Tier 1,Grocery Store,28,Very_High,2.00248565157628,FD
FDG,6.865,Regular,0.036042939,Frozen Foods,244.4486,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,16.9930455727707,FD
FDU,6.61,Regular,0.04855968,Snack Foods,188.4898,OUT010,Small,Tier 3,Grocery Store,15,High,0.992572542386909,FD
FDP,20.6,Low Fat,0.082602127,Baking Goods,120.9756,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,32.0529032300728,FD
NCT,12.6,None,0.064240743,Health and Hygiene,121.9414,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,11.9901592076194,NC
FDB,6.055,Low Fat,0.031230059,Fruits and Vegetables,160.3578,OUT018,Medium,Tier 3,Supermarket Type2,4,High,11.0068596600851,FD
NCB,20.2,None,0.100114941,Household,188.3898,OUT045,Small,Tier 2,Supermarket Type1,11,High,18.8688888676563,NC
FDL,19.6,Regular,0.22417463,Snack Foods,168.8816,OUT019,Small,Tier 1,Grocery Store,28,High,0.993486560998948,FD
DRK,14.15,Low Fat,0.035943717,Soft Drinks,40.5138,OUT046,Small,Tier 1,Supermarket Type1,16,Low,11.0271512422927,DR
FDR,16.5,Regular,0.06619442,Breakfast,184.4292,OUT013,High,Tier 3,Supermarket Type1,26,High,16.8156474137501,FD
FDG,13.3,Regular,0.071439051,Fruits and Vegetables,61.0536,OUT035,Small,Tier 2,Supermarket Type1,9,Low,31.101550113343,FD
FDE,9.195,Low Fat,0.108059141,Snack Foods,181.7634,OUT049,Medium,Tier 1,Supermarket Type1,14,High,34,FD
FDE,8.895,Low Fat,0.026216144,Frozen Foods,207.5954,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,32.1233167979637,FD
FDT,9,Low Fat,0.085938463,Snack Foods,168.6816,OUT035,Small,Tier 2,Supermarket Type1,9,High,7.95731603209834,FD
FDR,15.7,Regular,0.008734284,Meat,207.898,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,14.8917738506383,FD
NCL,18.1,None,0.049016517,Household,128.7336,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,16.8811499095807,NC
FDT,10.395,Low Fat,0.111554381,Snack Foods,59.822,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,28.0468055230517,FD
FDP,15.7,Regular,0.030672457,Snack Foods,253.1724,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,20.8755788545671,FD
FDS,9.195,Regular,0.077995641,Meat,107.1596,OUT013,High,Tier 3,Supermarket Type1,26,Medium,26.1698401263163,FD
FDF,7.3,Low Fat,0.085715273,Frozen Foods,146.6076,OUT027,Medium,Tier 3,Supermarket Type3,28,High,12.0982213746081,FD
FDL,13.85,Regular,0.056432784,Breakfast,234.93,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,19.8382496913974,FD
NCV,20.2,None,0.066200667,Household,61.451,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,2.05858326146035,NC
FDG,5.365,Regular,0.245542627,Seafood,172.2764,OUT019,Small,Tier 1,Grocery Store,28,High,0.99709768720498,FD
FDO,13.65,Regular,0.0127517,Snack Foods,55.5588,OUT046,Small,Tier 1,Supermarket Type1,16,Low,28.856749965802,FD
FDQ,15,Regular,0.077949334,Meat,238.7248,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,8.93590946562737,FD
NCC,10.695,None,0.064022881,Household,36.0848,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,10.332549993349,NC
FDD,18.25,Regular,0.182407266,Dairy,109.157,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,17.1090172870269,FD
FDI,14,Regular,0.136328794,Frozen Foods,54.864,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,5.82502187226597,FD
FDB,6.655,Low Fat,0.016958832,Fruits and Vegetables,210.0586,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,20.0952115266883,FD
FDA,16.5,Regular,0.068125756,Canned,101.199,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,10.1976304113677,FD
FDV,9.6,Regular,0.02734361,Snack Foods,257.8304,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,7.01357481507223,FD
FDX,6.55,Regular,0.034658144,Breads,155.8288,OUT049,Medium,Tier 1,Supermarket Type1,14,High,7.05839742075919,FD
FDO,16.25,Low Fat,0.081206491,Canned,89.8804,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,12.2670215085825,FD
FDV,15.25,Regular,0.065841719,Snack Foods,179.866,OUT013,High,Tier 3,Supermarket Type1,26,High,14.9916604583412,FD
FDB,9.695,Regular,0.029158763,Canned,174.537,OUT035,Small,Tier 2,Supermarket Type1,9,High,7.07620160768204,FD
FDD,20.5,Low Fat,0.063649582,Frozen Foods,74.7696,OUT019,Small,Tier 1,Grocery Store,28,Medium,0.997325116089962,FD
FDX,16,Low Fat,0.05706009,Dairy,225.0404,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,22,FD
FDP,15.85,Low Fat,0.11566015,Breads,218.3166,OUT010,Small,Tier 3,Grocery Store,15,Very_High,1.99450339552741,FD
FDH,12.8,Low Fat,0.075691713,Fruits and Vegetables,98.241,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,22.6019991653179,FD
NCL,18.85,None,0.167844438,Household,193.9136,OUT049,Medium,Tier 1,Supermarket Type1,14,High,16.0412554869798,NC
FDT,6.215,Regular,0.049722335,Baking Goods,224.5062,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,20.1069012793411,FD
FDD,18.85,Low Fat,0.14095631,Canned,167.7132,OUT027,Medium,Tier 3,Supermarket Type3,28,High,23.191994428584,FD
NCU,11.8,None,0.058827557,Health and Hygiene,80.8618,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,15.940639461402,NC
FDI,7.325,Low Fat,0.093765794,Fruits and Vegetables,90.3146,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,19.1893381579501,FD
DRL,10.5,Low Fat,0.048092816,Hard Drinks,159.2946,OUT049,Medium,Tier 1,Supermarket Type1,14,High,11.8870018192707,DR
FDQ,15.7,Regular,0.018968743,Fruits and Vegetables,61.9536,OUT045,Small,Tier 2,Supermarket Type1,11,Low,19.7740244311872,FD
FDW,20.75,Low Fat,0.024032484,Fruits and Vegetables,124.973,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,19.7119377785602,FD
FDW,13,Regular,0.070444232,Snack Foods,63.4484,OUT045,Small,Tier 2,Supermarket Type1,11,Low,16.4539121553893,FD
FDO,13.5,Regular,0.125469442,Snack Foods,264.491,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,24.8582182380497,FD
DRJ,6.865,Low Fat,0.01405025,Soft Drinks,128.9652,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,13.0201604774001,DR
FDP,7.785,Low Fat,0.139436695,Dairy,103.0306,OUT013,High,Tier 3,Supermarket Type1,26,Medium,23.3348519760149,FD
FDO,17.7,Regular,0.016593506,Fruits and Vegetables,46.9034,OUT035,Small,Tier 2,Supermarket Type1,9,Low,20.7248941441345,FD
NCG,20.2,None,0.124261614,Household,93.6462,OUT010,Small,Tier 3,Grocery Store,15,Medium,2.96476098336078,NC
FDG,7.855,Low Fat,0.011261165,Canned,189.5188,OUT046,Small,Tier 1,Supermarket Type1,16,High,10.0474886924147,FD
FDO,6.36,Low Fat,0.120520818,Fruits and Vegetables,45.906,OUT035,Small,Tier 2,Supermarket Type1,9,Low,9.13723696248856,FD
FDR,17,Regular,0.015965308,Snack Foods,229.4352,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,20.9633883554049,FD
FDU,5.78,Low Fat,0.096386227,Breads,163.5552,OUT046,Small,Tier 1,Supermarket Type1,16,High,10.9260188609106,FD
FDN,11.5,Low Fat,0.073029341,Fruits and Vegetables,187.953,OUT045,Small,Tier 2,Supermarket Type1,11,High,14.1340760722095,FD
FDT,13.6,Regular,0.043443753,Fruits and Vegetables,158.1946,OUT027,Medium,Tier 3,Supermarket Type3,28,High,43.88874462213,FD
FDE,18.2,Low Fat,0.049520593,Fruits and Vegetables,147.3734,OUT018,Medium,Tier 3,Supermarket Type2,4,High,16.1194245365853,FD
FDK,18.25,Low Fat,0.079152918,Frozen Foods,223.8062,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,19.161300267821,FD
FDW,12.6,Low Fat,0.048741487,Breads,60.4194,OUT013,High,Tier 3,Supermarket Type1,26,Low,16.3972234083755,FD
FDC,8.575,Regular,0.071958197,Dairy,195.3794,OUT049,Medium,Tier 1,Supermarket Type1,14,High,17.9723614669714,FD
FDR,18.2,Low Fat,0.162147349,Fruits and Vegetables,37.719,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,14.5625546806649,FD
FDL,8.115,Regular,0.05382735,Canned,155.2972,OUT010,Small,Tier 3,Grocery Store,15,High,2.00643926612972,FD
FDP,12.65,Low Fat,0.069565759,Meat,52.4324,OUT045,Small,Tier 2,Supermarket Type1,11,Low,10.8951030278988,FD
FDG,17.6,Low Fat,0.056019324,Frozen Foods,40.0454,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,10.4744614862131,FD
DRH,8.775,Low Fat,0.109911272,Dairy,41.9428,OUT046,Small,Tier 1,Supermarket Type1,16,Low,36.66893960346,DR
FDT,5.94,Regular,0.029366813,Breads,187.7556,OUT035,Small,Tier 2,Supermarket Type1,9,High,20,FD
FDU,18.85,Low Fat,0.055347985,Baking Goods,131.5284,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,12.0273705146569,FD
FDY,9.8,Regular,0.137924102,Baking Goods,49.2008,OUT013,High,Tier 3,Supermarket Type1,26,Low,13.3699126843466,FD
FDS,12.65,Regular,0.156926608,Fruits and Vegetables,238.3538,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,23.1929904201234,FD
NCP,20.7,None,0.039405676,Household,149.8366,OUT018,Medium,Tier 3,Supermarket Type2,4,High,15.1301417677657,NC
DRH,14.65,Low Fat,0.170176516,Hard Drinks,55.2614,OUT013,High,Tier 3,Supermarket Type1,26,Low,13,DR
FDA,6.695,Low Fat,0.033777629,Frozen Foods,222.8456,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,31.7415250738628,FD
FDT,15.85,Low Fat,0.057546914,Snack Foods,55.8956,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,8.7906811985201,FD
FDE,17.25,Regular,0.160095901,Fruits and Vegetables,61.5194,OUT017,Small,Tier 2,Supermarket Type1,6,Low,17.1105342379802,FD
FDA,16,Regular,0.099832728,Frozen Foods,87.4856,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,3.01371654306537,FD
FDA,6.32,Low Fat,0.012717946,Meat,40.2822,OUT046,Small,Tier 1,Supermarket Type1,16,Low,15.6028022302655,FD
NCB,6.525,None,0.090278634,Household,86.7882,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,22.7614883129273,NC
FDZ,6.695,Low Fat,0.07760107,Starchy Foods,191.882,OUT013,High,Tier 3,Supermarket Type1,26,High,20.1250768701598,FD
FDV,14.85,Regular,0.009958941,Snack Foods,157.963,OUT045,Small,Tier 2,Supermarket Type1,11,High,17.8290738970518,FD
FDO,17.1,Low Fat,0.032678839,Frozen Foods,150.7392,OUT049,Medium,Tier 1,Supermarket Type1,14,High,20.7770984587951,FD
FDD,10.3,Regular,0.036848856,Fruits and Vegetables,115.0176,OUT013,High,Tier 3,Supermarket Type1,26,Medium,35.8435022118354,FD
FDO,19.7,Low Fat,0.077849003,Baking Goods,179.166,OUT013,High,Tier 3,Supermarket Type1,26,High,17.0569304443923,FD
FDV,10.695,Regular,0.011443222,Snack Foods,73.5038,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,20.108837910421,FD
NCY,7.285,None,0.031214809,Household,177.1054,OUT045,Small,Tier 2,Supermarket Type1,11,High,14.8306093433628,NC
NCM,17.7,None,0.051146565,Household,127.3678,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,25.9591733546469,NC
FDB,18.25,Low Fat,0.015302653,Snack Foods,198.0084,OUT049,Medium,Tier 1,Supermarket Type1,14,High,4.00808046527319,FD
FDS,5.175,Regular,0.04937018,Snack Foods,106.7622,OUT010,Small,Tier 3,Grocery Store,15,Medium,1.98314010014781,FD
FDV,5.635,Low Fat,0.102972092,Baking Goods,148.705,OUT049,Medium,Tier 1,Supermarket Type1,14,High,8.05917756632259,FD
FDD,6.035,Low Fat,0.236433601,Snack Foods,155.5998,OUT010,Small,Tier 3,Grocery Store,15,High,0.988431861737612,FD
FDQ,14.8,Low Fat,0.081372267,Meat,191.4846,OUT018,Medium,Tier 3,Supermarket Type2,4,High,15.9665769466579,FD
FDD,18.25,Regular,0.18329488,Dairy,111.657,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,13.7743088207636,FD
FDL,16.1,Regular,0.06358934,Dairy,179.4318,OUT018,Medium,Tier 3,Supermarket Type2,4,High,2.01114629625295,FD
FDV,16.75,Low Fat,0.060792265,Dairy,170.4106,OUT018,Medium,Tier 3,Supermarket Type2,4,High,3.01232317707936,FD
FDE,17.7,Regular,0.141697997,Starchy Foods,184.3924,OUT046,Small,Tier 1,Supermarket Type1,16,High,23.087313793844,FD
NCU,8.88,None,0.098775709,Household,208.927,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,34.1301890133875,NC
FDR,18.2,Low Fat,0.270300331,Fruits and Vegetables,38.319,OUT010,Small,Tier 3,Grocery Store,15,Low,2.86690675643936,FD
FDD,11.15,Low Fat,0.119852889,Dairy,44.9744,OUT013,High,Tier 3,Supermarket Type1,26,Low,11.0733750755986,FD
FDO,20,Low Fat,0.034563936,Baking Goods,45.3086,OUT017,Small,Tier 2,Supermarket Type1,6,Low,10.83005433847,FD
NCS,7.935,None,0.031710329,Household,263.091,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,20.9920179709682,NC
FDX,20.1,Low Fat,0.074778547,Dairy,110.7228,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,14.9729053094756,FD
FDQ,13.65,Regular,0.013035609,Fruits and Vegetables,114.7834,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,30.1045447338204,FD
FDL,6.635,Regular,0.046277956,Frozen Foods,36.7506,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,2.06530505624398,FD
FDK,18.25,Low Fat,0.0793795,Frozen Foods,226.1062,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,29.9469275942013,FD
NCO,11.15,None,0.073783159,Others,66.0142,OUT017,Small,Tier 2,Supermarket Type1,6,Low,14.9772776160281,NC
NCO,19.5,None,0.01572192,Household,185.6608,OUT035,Small,Tier 2,Supermarket Type1,9,High,4.94883141729433,NC
FDA,6.48,Low Fat,0.033952603,Snack Foods,148.2076,OUT049,Medium,Tier 1,Supermarket Type1,14,High,22.9379249107333,FD
FDB,11.15,Regular,0.105220024,Baking Goods,102.7648,OUT013,High,Tier 3,Supermarket Type1,26,Medium,11.1177445973719,FD
FDT,5.985,Low Fat,0.095715608,Frozen Foods,125.8678,OUT013,High,Tier 3,Supermarket Type1,26,Medium,28.289192311298,FD
NCO,7.27,None,0.046822808,Health and Hygiene,99.3384,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,27.7745081458932,NC
FDR,6.78,Regular,0.086957199,Fruits and Vegetables,227.5694,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,16.056246577967,FD
FDM,9.195,Regular,0.04731256,Frozen Foods,50.7666,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,10.0984899520551,FD
DRL,19.5,Regular,0.077108099,Soft Drinks,232.8958,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,24.0824403016285,DR
FDQ,6.59,Low Fat,0.106027474,Fruits and Vegetables,83.9908,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,16.9797596879658,FD
FDH,7.51,Low Fat,0.01742908,Fruits and Vegetables,229.601,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,27.0117595306641,FD
NCQ,13,None,0.073229342,Household,254.1014,OUT019,Small,Tier 1,Grocery Store,28,Very_High,1.00354189311826,NC
FDG,15.25,Low Fat,0.157257637,Frozen Foods,215.0192,OUT019,Small,Tier 1,Grocery Store,28,Very_High,5.01627761613847,FD
FDZ,8.935,Low Fat,0.039988162,Frozen Foods,55.7298,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,18.3863247311133,FD
FDY,12.5,Low Fat,0.081119484,Meat,220.0798,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,6.00817885148932,FD
NCN,17,None,0.052421981,Health and Hygiene,123.773,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,9.95152416116601,NC
NCM,7.93,None,0.070791391,Health and Hygiene,46.4086,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,43.2546338394177,NC
FDP,12.65,Low Fat,0.069817659,Meat,53.5324,OUT017,Small,Tier 2,Supermarket Type1,6,Low,15.52178493772,FD
FDZ,12.5,Regular,0.109971578,Fruits and Vegetables,82.7592,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,6.98308345174917,FD
FDU,18.7,Regular,0.091950972,Meat,184.2292,OUT018,Medium,Tier 3,Supermarket Type2,4,High,6.9316069331029,FD
FDZ,11,Regular,0.133145617,Canned,218.4798,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,10.0869645614835,FD
NCX,16.7,None,0.046609281,Household,248.6776,OUT019,Small,Tier 1,Grocery Store,28,Very_High,1.99195745817074,NC
FDV,7.35,Low Fat,0.028652919,Fruits and Vegetables,40.5454,OUT045,Small,Tier 2,Supermarket Type1,11,Low,13.4488795276406,FD
FDB,10.895,Low Fat,0.136696892,Dairy,264.5568,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,20.9285597648596,FD
FDY,17.2,Regular,0.012002075,Canned,165.3184,OUT013,High,Tier 3,Supermarket Type1,26,High,5.99274127985754,FD
FDF,15.5,Regular,0.025513973,Baking Goods,83.7934,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,17.5918532963217,FD
DRK,7.905,Low Fat,0.064194304,Hard Drinks,229.4694,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,8.95685699269706,DR
DRD,9.8,Low Fat,0.013920032,Soft Drinks,45.006,OUT017,Small,Tier 2,Supermarket Type1,6,Low,17.6043638625961,DR
FDH,11.6,Regular,0.079251097,Frozen Foods,79.2276,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,8.20194982556584,FD
FDL,15.85,Regular,0.121043709,Baking Goods,59.422,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,18.1514590555686,FD
FDW,12.6,Low Fat,0.048545853,Breads,60.1194,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,18.5389275342069,FD
NCE,5.825,None,0.091467933,Household,159.7894,OUT035,Small,Tier 2,Supermarket Type1,9,High,8.10013179847975,NC
FDF,16.35,Low Fat,0.071833423,Fruits and Vegetables,196.3426,OUT018,Medium,Tier 3,Supermarket Type2,4,High,7.04991275454232,FD
DRI,14.7,Low Fat,0.020916223,Hard Drinks,141.8128,OUT035,Small,Tier 2,Supermarket Type1,9,High,13.1833402908623,DR
DRA,11.6,Low Fat,0.041994899,Soft Drinks,141.9154,OUT035,Small,Tier 2,Supermarket Type1,9,High,6.99506748386715,DR
FDX,16.75,Low Fat,0.104768536,Snack Foods,155.163,OUT013,High,Tier 3,Supermarket Type1,26,High,19.1591874351488,FD
FDR,12.5,Low Fat,0.020680499,Breads,197.2742,OUT013,High,Tier 3,Supermarket Type1,26,High,13.1186166259957,FD
FDK,12.6,Regular,0.123727659,Dairy,253.0356,OUT010,Small,Tier 3,Grocery Store,15,Very_High,1.00513761699935,FD
NCJ,12.35,None,0.163805509,Household,117.6124,OUT013,High,Tier 3,Supermarket Type1,26,Medium,33.2525243936864,NC
FDN,13.35,Low Fat,0.065082452,Baking Goods,93.0804,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,22.7034821509147,FD
FDZ,6.63,Regular,0.182128363,Baking Goods,165.65,OUT019,Small,Tier 1,Grocery Store,28,High,4.01931783881678,FD
FDB,20.25,Regular,0.01871404,Fruits and Vegetables,223.4772,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,31.8424895246584,FD
DRP,18.85,Low Fat,0.159096908,Hard Drinks,129.3336,OUT019,Small,Tier 1,Grocery Store,28,Medium,0.988402085768895,DR
FDZ,6.63,Regular,0.103935018,Baking Goods,166.85,OUT013,High,Tier 3,Supermarket Type1,26,High,31.9232843871741,FD
FDU,6.61,Regular,0.029129907,Snack Foods,188.4898,OUT018,Medium,Tier 3,Supermarket Type2,4,High,24.8143135596727,FD
FDL,19.6,Regular,0.128011859,Snack Foods,166.8816,OUT035,Small,Tier 2,Supermarket Type1,9,High,11.059323496419,FD
FDY,13.6,Regular,0.119850541,Dairy,234.53,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,27.8209184326099,FD
FDI,9.5,Low Fat,0.073985248,Snack Foods,252.5724,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,12.953676648755,FD
FDL,19.25,Regular,0.027233781,Meat,197.511,OUT017,Small,Tier 2,Supermarket Type1,6,High,4.97215344968128,FD
DRC,5.73,Low Fat,0.079440262,Soft Drinks,86.7882,OUT019,Small,Tier 1,Grocery Store,28,Medium,0.989629926649014,DR
FDU,20,Regular,0.060022526,Baking Goods,168.7132,OUT045,Small,Tier 2,Supermarket Type1,11,High,38.0900937211789,FD
FDP,15.2,Low Fat,0.02110482,Canned,217.0824,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,31.1856437924033,FD
FDO,20.75,Low Fat,0.181958524,Snack Foods,161.0578,OUT010,Small,Tier 3,Grocery Store,15,High,2.98882388807,FD
FDQ,7.235,Low Fat,0.058222587,Snack Foods,114.8834,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,29.0757289564898,FD
NCY,13.5,None,0.054723717,Health and Hygiene,36.6874,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,28.8551927909855,NC
FDA,6.78,Low Fat,0.066724663,Fruits and Vegetables,187.724,OUT049,Medium,Tier 1,Supermarket Type1,14,High,7.94459951844197,FD
FDF,7.3,Low Fat,0.144167934,Frozen Foods,146.3076,OUT010,Small,Tier 3,Grocery Store,15,High,6.06151423439384,FD
NCG,12.3,None,0.052458358,Household,188.753,OUT013,High,Tier 3,Supermarket Type1,26,High,20.1059585807908,NC
FDR,16.85,Low Fat,0.139985583,Snack Foods,145.276,OUT018,Medium,Tier 3,Supermarket Type2,4,High,17.1404223684573,FD
FDP,14.65,Regular,0.099286298,Snack Foods,49.8666,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,11.308823942278,FD
FDL,15.6,Low Fat,0.037680711,Snack Foods,123.7704,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,25.282781666699,FD
NCF,17.35,None,0.168064909,Household,176.2712,OUT018,Medium,Tier 3,Supermarket Type2,4,High,6.9801442322966,NC
FDD,16,Low Fat,0.090111173,Dairy,141.3154,OUT049,Medium,Tier 1,Supermarket Type1,14,High,23.0813782503535,FD
FDC,17,Low Fat,0.136286138,Fruits and Vegetables,170.9106,OUT018,Medium,Tier 3,Supermarket Type2,4,High,7.00819141703323,FD
FDI,11.5,Regular,0.125857678,Frozen Foods,100.5358,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,21,FD
FDQ,5.695,Regular,0.067700925,Breads,256.5988,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,8.01247082994932,FD
DRM,15.2,Low Fat,0.112896669,Soft Drinks,36.0848,OUT046,Small,Tier 1,Supermarket Type1,16,Low,33.0641599787168,DR
FDS,9.1,Low Fat,0.173973652,Baking Goods,126.5362,OUT013,High,Tier 3,Supermarket Type1,26,Medium,13.9225518073089,FD
FDR,16.85,Low Fat,0.140888464,Snack Foods,146.076,OUT017,Small,Tier 2,Supermarket Type1,6,High,18.0492894109915,FD
NCO,11.15,None,0.073516952,Others,65.9142,OUT045,Small,Tier 2,Supermarket Type1,11,Low,12,NC
FDQ,17,Low Fat,0.119285634,Frozen Foods,247.4434,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,12.0436463449823,FD
FDY,7.47,Regular,0.153011599,Frozen Foods,215.2218,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,15.888487132809,FD
FDE,20.7,Low Fat,0.04875891,Fruits and Vegetables,37.3506,OUT046,Small,Tier 1,Supermarket Type1,16,Low,22.3534079773819,FD
FDJ,15.6,Regular,0.105276162,Snack Foods,173.2764,OUT035,Small,Tier 2,Supermarket Type1,9,High,21.8095528300449,FD
FDJ,17.7,Regular,0.122123201,Meat,100.7674,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,8.08732983087784,FD
NCM,13,None,0.082970667,Household,60.0194,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,18.5698157595711,NC
FDA,14,Regular,0.029782937,Dairy,146.3786,OUT045,Small,Tier 2,Supermarket Type1,11,High,5.92211976340804,FD
FDT,18.85,Regular,0.067953506,Dairy,119.044,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,20.1344040858842,FD
DRD,15.7,Low Fat,0.03722507,Soft Drinks,182.4634,OUT035,Small,Tier 2,Supermarket Type1,9,High,10.9577997560059,DR
